CodigoCUPS;Descripcion;QueEs
894104;PRUEBA DE ESFUERZO EN FASES DE MASTERS;Procedimiento que se utiliza para diagnosticar la enfermedad arterial coronaria. Permite ver cómo funciona el corazón durante el ejercicio Durante la prueba se realiza un electrocardiograma mientras caminas en la cinta o pedaleas en la bicicleta estática de forma periódica harán tomas de tensión arterial antes y después del ejercicio para comprobar los cambios que se producen durante el examen.
894401;OTRA PRUEBA DE ESFUERZO CARDIOVASCULAR;Procedimiento que se utiliza para diagnosticar la enfermedad arterial coronaria. Permite detectar alteraciones del corazón durante el ejercicio.
894402;PRUEBA DE CAMINATA DE 6 MINUTOS;Es una prueba funcional cardiorrespiratoria consistente en medir la distancia máxima que puede recorrer un sujeto durante 6 minutos. Se utiliza  para conocer la evolución y calidad de vida de pacientes con enfermedades cardiorrespiratorias
894403;PRUEBA DE 12 MINUTOS [COOPER];El test de Cooper es una prueba de resistencia que se basa en recorrer la mayor distancia posible en 12 minutos a una velocidad constante
894500;COMPROBACIÓN DE RITMO DE MARCAPASOS ARTIFICIAL SOD;Procedimiento que consiste en comprobar el ritmo y la frecuencia adecuados del marcapaso artificial.
894700;COMPROBACIÓN DE IMPEDANCIA DE ELECTRODO DE MARCAPASOS ARTIFICIAL SOD;Procedimiento consistente en la medida de la impedancia (oposición que presenta el condensador al paso de una señal de una frecuencia especifica) que asegura un buen contacto de los electrodos. Sirve tanto en el implante como en las siguiente revisiones para comprobar la integridad de los electrodos.
894800;COMPROBACIÓN DE UMBRAL DE TENSIÓN (AMPERAJE) DE MARCAPASO ARTIFICIAL SOD;Procedimiento en el cual se controla la cantidad de energía mínima que se necesita para que dicho impulso eléctrico se siga de una respuesta de contractilidad del miocardio es el Umbral de Estimulación
895001;MONITOREO ELECTROCARDIOGRÁFICO CONTINUO (HOLTER);Procedimiento diagnóstico que mide la actividad eléctrica del corazón durante un día. Se utiliza un equipo que registra los datos durante ese tiempo y que el paciente debe cargar en un pequeño bolso y con unos sensores que se pegan en el pecho.
895002;MONITOREO ELECTROCARDIOGRÁFICO DE EVENTOS;El monitoreo ambulatorio de eventos electrocardiacos es una herramienta valiosa en el diagnóstico de arritmias cardíacas involucradas en procesos patológicos como miocardiopatías estadios post-infarto lesiones del sistema autónomo cardiaco
895003;PRUEBA DE MESA BASCULANTE;Procedimiento diagnóstico  que se se emplea para estudiar el origen de desvanecimientos desmayos y síncopes consta de 2 fases una primera fase el paciente estará recostado boca arriba sobre la mesa en posición horizontal. Después el médico inclinará la mesa hasta que la cabeza del paciente quede en posición vertical entre 60 y 80 grados y permanece así durante 20 o 30 minutos con monitoreo del ritmo cardiaco y la presión arterial antes de regresarlo a la posición horizontal si durante esta fase no experimenta síntomas clínicos ni alteraciones de la presión arterial o la frecuencia cardíaca y los síntomas previos al desmayo se iniciara la segunda etapa utilizando una provocación farmacológica (Fase II).
895004;MONITOREO AMBULATORIO DE PRESIÓN ARTERIAL SISTÉMICA;Método por el que se realizan lecturas repetidas de la  presión sanguínea mientras el paciente continúa sus actividades diarias normales. Esto permite el análisis cuantitativo de la presión sanguínea elevada a lo largo del tiempo  puede ayudar a distinguir entre tipos de hipertensión y puede evaluar la efectividad  del tratamiento antihipertensivo.
895005;MONITOREO AMBULATORIO DE PRESIÓN ARTERIAL CENTRAL;Método no invasivo por el que se realizan lecturas repetidas de la presión a nivel aórtico o central mientras el paciente continúa sus actividades diarias normales esta refleja de forma más fidedigna el estado de rigidez arterial como marcador de daño vascular.
895006;MONITOREO CARDÍACO CON TRANSMISIÓN REMOTA;Proceso de transmisión de datos de dispositivos cardíacos electrónicos implantables como los marcapasos y los cardiodesfibriladores que envían información desde el dispositivo a una unidad portátil (un transmisor) que se encuentra en la casa del paciente a una clínica de monitoreo que informará a su médico si detecta algo inusual como una arritmia.
895100;ELECTROCARDIOGRAMA DE RITMO O DE SUPERFICIE SOD;Procedimiento diagnóstico que mide la actividad eléctrica del corazón. Se utiliza un equipo que coloca unos sensores en la piel del paciente en el pecho y en las extremidades
895201;ELECTROCARDIOGRAMA DE ALTA RESOLUCIÓN (ESTUDIO DE POTENCIALES TARDÍOS);Los potenciales tardíos ventriculares o SAECG (por las siglas en inglés de Electrocardiograma de Señal Promediada) representan un ECG de alta frecuencia especialmente para la detección de pacientes con alto riesgo de tener eventos de taquicardias ventriculares que son arritmias peligrosas con posibilidad de paro cardiaco en el futuro.
895300;VECTOCARDIOGRAMA (CON ECG) SOD;Procedimiento diagnóstico que mide la actividad y orientación eléctrica del corazón. Se utiliza un equipo que coloca unos sensores en la piel del paciente en el pecho y en las extremidades
895401;MONITORIZACIÓN ELECTROCARDIOGRÁFICA (TELEMETRÍA);Procedimiento diagnóstico consistente en la monitorización de la función cardíaca de un paciente en un localización remota  los parámetros medidos son similares a los que mide el electrocardiograma  mide la actividad eléctrica del corazón incluyendo la frecuencia y características del latido. Las mediciones de la función cardíaca son registradas mediante electrodos colocados en el paciente y conectados a un transmisor que envía las mediciones al centro de control.
895500;FONOCARDIOGRAMA Y PULSOS SOD;Procedimiento diagnóstico que gráfica los sonidos producidos por el corazón.
895700;APICOGRAMA (CON ELECTRODO DE ECG) SOD;Combinación de procedimientos diagnósticos en donde se realiza una radiografía de tórax (con técnica de vértice) simultáneamente con un electrocardiograma.
895801;ULTRASONIDO INTRAVASCULAR DIAGNÓSTICO;Procedimiento que utiliza ondas sonoras para observar el interior de los vasos sanguíneos.
895901;MEDICIÓN DE PRESIÓN DE MUÑÓN CAROTÍDEO;Procedimiento que mide la presión del flujo sanguíneo de la arteria carótida para monitorización de la perfusión cerebral.
895902;MEDICIÓN DE SATURACIÓN VENOSA CEREBRAL;Procedimiento diagnóstico para medir el estado de perfusión y oxigenación del cerebro refleja el balance entre el aporte y el consumo cerebral de oxígeno.
895903;AURICULOGRAMA IZQUIERDO;Procedimiento diagnóstico que gráfica la actividad eléctrica de la aurícula (una de las cavidades) del corazón.
895910;PRUEBAS DE FUNCIÓN AUTONÓMICA CARDIOVASCULAR;Procedimiento diagnóstico donde se  utiliza una batería de pruebas basadas en reflejos cardiovasculares del pacientes se realiza registrando el electrocardiograma la base de esta técnica es la respuesta de la frecuencia cardíaca (FC) por medio de la intervalo R-R y de la tensión arterial (TA) registrada en una serie de maniobras que permiten  evaluar el equilibrio neurovegetativo basal y la integridad de la vía autonómica cardiovascular
895911;ESTUDIO HEMODINÁMICO NO INVASIVO PARA MEDICIONES VOLUMÉTRICAS INTRATORÁCICAS (CARDIOIMPEDANCIA);Procedimiento diagnóstico no invasivo que mide los cambios en la resistencia eléctrica del tórax que se producen por las variaciones en el volumen sanguíneo en la aorta durante el ciclo cardíaco. La medición continua del cambio en la impedancia o las fluctuaciones del volumen sanguíneo durante la sístole y la diástole (latido) permite determinar el volumen latido el gasto cardiaco la contractilidad miocárdica y el contenido total de fluido del tórax permitiendo evaluar el funcionamiento del corazón.
895912;ESTUDIO HEMODINÁMICO NO INVASIVO PARA MEDICIONES DE PRESIONES CENTRALES;Procedimiento no invasivo que permite obtener información acerca del funcionamiento del corazón y del sistema circulatorio con el fin de realizar diagnóstico y guiar la terapéutica en las situaciones de inestabilidad hemodinámica.
895913;MEDICIÓN NO INVASIVA DE RIGIDEZ VASCULAR;Procedimiento para realizar la evaluación indirecta de la distensibilidad de los vasos sanguíneos.
896001;COLOCACIÓN DE CATÉTER (FRACCIÓN DE EYECCIÓN VENTRÍCULO DERECHO);Procedimiento diagnóstico que permite obtener unas medidas de los flujos de sangre en la cámara del corazón llamada ventrículo derecho.  Se utiliza un catéter (tubo hueco muy delgado)  que se ingresa por una vena de una extremidad hasta el corazón.
896101;MONITOREO DE PRESIÓN ARTERIAL SISTÉMICA (TELEMETRÍA);Procedimiento diagnóstico que mide la presión arterial durante un día. Se utiliza un equipo que registra los datos durante ese tiempo y que el paciente debe cargar en un pequeño bolso y con un mango que toma las cifras en su brazo.
896200;MONITORIZACIÓN DE PRESIÓN VENOSA CENTRAL SOD;Procedimiento diagnóstico que permite obtener unas medidas de los flujos de sangre en la vena cava superior o en la cámara del corazón llamada aurícula derecha. Se utiliza un catéter (tubo hueco muy delgado)  que se ingresa por una vena de una extremidad hasta el corazón.
896300;MONITORIZACIÓN DE PRESIÓN DE ARTERIA PULMONAR SOD;Procedimiento diagnóstico que permite obtener unas medidas de los flujos de sangre en la arteria pulmonar. Se utiliza un catéter (tubo hueco muy delgado)  que se ingresa por una vena de una extremidad hasta el corazón.
896400;MONITORIZACIÓN DE PRESIÓN DE CAPILAR PULMONAR SOD;Procedimiento diagnóstico que permite obtener unas medidas de los flujos de sangre en las ramificaciones de la arteria pulmonar. Se utiliza un catéter (tubo hueco muy delgado)  que se ingresa por una vena de una extremidad hasta el corazón.
896501;MONITORIZACIÓN DE PRESIÓN EN AURÍCULA IZQUIERDA VÍA ABIERTA;Procedimiento diagnóstico consistente en obtener medidas de los flujos de sangre en la cámara del corazón llamada aurícula izquierda vía abierta a través de la incisión quirúrgica de la pared del tórax.
896502;MONITORIZACIÓN DE PRESIÓN EN AURÍCULA IZQUIERDA MÍNIMAMENTE INVASIVA;Procedimiento diagnóstico minimamente invasiva consistente en obtener medidas de los flujos de sangre en la cámara del corazón llamada aurícula izquierda minimamente invasiva a través de incisiones  quirúrgicas de la pared del tórax.
896700;MONITORIZACIÓN DE GASTO CARDÍACO POR TÉCNICAS DE CONSUMO DE OXÍGENO SOD;Procedimiento diagnóstico que permite medir  los contenidos de oxigeno en la sangre mediante un catéter (tubo muy delgado con una luz que se introduce hasta la arteria pulmonar) y calcular mediante formulas matemáticas la función del corazón de bombear la sangre en cada minuto.
896801;MONITORIZACIÓN DE GASTO CARDÍACO CON SONDA ESOFÁGICA;Procedimiento que consiste en insertar una sonda en el esófago del paciente la cual mide la velocidad del flujo sanguíneo y el diámetro de la aorta torácica descendente gracias a la proximidad anatómica de esta estructura vascular con la pared posterior del esófago.
896802;MONITORIZACIÓN DE GASTO CARDÍACO CON IMPEDANCIA TORÁCICA;Procedimiento que mediante el uso de electrodos tópicos sobre la pared anterior del tórax y el cuello mide  la impedancia eléctrica del tórax (resistencia al flujo de una corriente eléctrica) para valorar el gasto cardíaco latido a latido a través de la velocidad de conducción de un estímulo eléctrico las medidas de cambio en la impedancia son causadas por la variación del volumen sanguíneo en el espacio torácico.
896803;MONITORIZACIÓN DE GASTO CARDÍACO POR ANÁLISIS DE CURVA DE PRESIÓN ARTERIAL;Procedimiento en el que se determina el gasto cardíaco de acuerdo al análisis de la curva de presión arterial obtenida mediante la medición continua de la presión arterial en tiempo real.
896901;MONITORIZACIÓN DE FLUJO SANGUÍNEO CORONARIO;Procedimiento consistente en medir los niveles de flujo coronario que se encuentren adecuados a las necesidades del músculo cardíaco de las arterias coronarias derecha e izquierda
897011;MONITORIA FETAL ANTEPARTO;Procedimiento diagnóstico que permite evaluar la salud del feto (bebe aún no nacido) en la parte final del embarazo en la cual mediante un equipo con unos sensores que se ubican en la pared del abdomen de la mamá embarazada permite registrar la frecuencia de los latidos del corazón y sus variaciones cuando se mueve el bebe.
897012;MONITORIA FETAL INTRAPARTO;Procedimiento diagnóstico que permite evaluar la salud del feto (bebe aún no nacido) durante el trabajo de parto (cuando inician las contracciones).  Se utiliza un equipo con unos sensores que se ubican en la pared del abdomen de la gestante y estos registran  la frecuencia de los latidos del corazón y sus variaciones cuando sucede la contracción del útero.  Se puede determinar si está pasando el suficiente oxígeno al bebe durante las contracciones.
