expediente;principioactivo;cantidad;unidadmedida;unidadreferencia;formafarmaceutica;registrosanitario;fechaexpedicion;fechavencimiento;estadoregistro
20098323;VITAMINA D3 (1000000 UI/G) 0.4 MG. EQUIVALENTES A VITAMINA D;400;UI;C√ÅPSULA BLANDA CON CUBIERTA ENT√âRICA;C√ÅPSULA BLANDA DE GELATINA CON CUBIERTA ENT√âRICA;INVIMA 2016M-0016999;04/18/2016;;Vigente
19967327;CAOLIN;20;mg;100 ML DE SUSPENSI”N;SUSPENSION ORAL;INVIMA 2023M-0006866-R2;03/23/2007;;Vigente
20002059;CLARITROMICINA LACTOBIONATO EQUIVALENTE A CLARITROMICINA;500;mg;FRASCO VIAL;POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE;INVIMA 2020M-0009673-R1;05/26/2009;;Vigente
19931051;BETAMETASONA SODIO FOSFATO;4;mg;AMPOLLA POR 1 ML.;SOLUCION INYECTABLE;INVIMA 2021M-0002172-R2;01/29/2003;;Vigente
20125116;SEMAGLUTIDA;1.34;mg;ML;SOLUCION INYECTABLE;INVIMA 2019M-0019473;12/02/2019;;Vigente
20061746;L-SERINA;3.3;mg;ML;EMULSION INYECTABLE;INVIMA 2021M-0015496-R1;12/02/2014;;Vigente
19988571;ETINILESTRADIOL;0.03;mg.;TABLETA;TABLETA RECUBIERTA;INVIMA 2018M-0008433-R1;9/11/2008;;Vigente
19943272;RIFAMICINA S√ìDICA EQUIVALENTE A RIFAMICINA;1;g;100 ML;SOLUCION TOPICA;INVIMA 2023M-0003480-R2;6/11/2004;;Vigente
19954188;CROMOGLICATO DE SODIO;20;mg;ML DE SOLUCI”N (NASAL);SOLUCIONNASAL;INVIMA 2022M-0005210-R2;01/18/2006;;Vigente
19950985;ESPIRAMICINA BASE;3;million unit;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2015M-0004583-R1;07/15/2005;;Vigente
20001046;HIDROCORTISONA ACETATO;0.5;g;CADA 100G DE LOCION;LOCION;INVIMA 2019M-0009495-R1;4/06/2009;;Vigente
20127567;PANTOTENATO DE CALCIO;17.5;mg;SIN DATO;CAPSULA BLANDA;INVIMA 2022M-0017970-R1;1/12/2018;;Vigente
20080724;FLUCONAZOL;75;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2015M-0015823;04/17/2015;1/01/3000;Vigente
20218192;RUPATADINA FUMARATO;10;mg;TABLETAS;TABLETA;INVIMA 2024M-0021551;7/10/2024;07/26/2029;Vigente
20192008;JERINGA PRELLENADA CLORHIDRATO DE LIDOCAINA;20;mg;SOLUCI”N INYECTABLE 2 ML;SOLUCION INYECTABLE;RSM-EXP20210020424;10/14/2021;;Vigente
20001737;CLINDAMICINAFOSFATO 2.39 G ( EQUIVALENTE A CLINDAMICINA BASE);2;g;100 GRAMOS;CREMA VAGINAL;INVIMA 2009M-0009796;7/02/2009;;Vigente
20023511;LINAGLIPTINA;5;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2023M-0012597-R2;10/27/2011;;Vigente
19902533;XINAFOATO DE SALMETEROL MICRONIZADO EQUIVALENTE A SALMETEROL;50;mcg;UNIDAD O DISKUS;POLVO PARA INHALACION;INVIMA 2019M-13778-R2;10/11/1999;;Vigente
20156906;MISOPROSTOL (DISPERSION AL 1% EN HIPROMELOSA);200.2;mg;TABLETAS;TABLETA;INVIMA 2024M-0021422;03/22/2024;1/01/3000;Vigente
20120491;ETORICOXIB;120;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2023M-0018351-R1;08/22/2018;;Vigente
20075376;ROSUVASTATINA CALCICA 20.780MG EQUIVALENTE A ROSUVASTATINA BASE;20;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2022M-0015704-R1;02/18/2015;;Vigente
19968258;SUNITINIB MALATO;66.8;mg;CAPSULA;CAPSULA DURA;INVIMA 2022M-0006442-R2;09/29/2006;;Vigente
19940150;RIBOFLAVINA 5 FOSFATO SODICA 3.4364 MGEQUIVALENTE A RIBOFLAVINA BASE.;2.5;mg;MLDE SOLUCI”N ORAL;SOLUCION ORAL;INVIMA 2017M-0002843-R1;10/22/2003;;Vigente
19965223;DEXTROMETORFANO BROMHIDRATO;0.3;g;100 ML DE JARABE;JARABE;INVIMA 2023M-0006593-R2;11/22/2006;;Vigente
20128356;ACIDO ACETIL SALICILICO;0.65;g;5.1 G DE GRANULADO EFERVESCENTE;GRANULOS EFERVESCENTES;INVIMA 2019M-0019463;11/26/2019;;Vigente
39815;ISOMETEPTENO CLORHIDRATO (SOLUCI√ìN AL 35%);50;mg;ML.;SOLUCION ORAL;INVIMA 2021M-003797-R4;02/18/1993;;Vigente
20195796;DICLOFENACO SODICO;75;mg;AMPOLLA X3 ML;SOLUCION INYECTABLE;INVIMA 2021M-0020425;10/15/2021;;Vigente
20147385;BENDAMUSTINA CLORHIDRATO EQUIVALENTE A BENDAMUSTINA;100;mg;VIAL;POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE;INVIMA 2019M-0019271;9/04/2019;;Vigente
20009965;CLORURO DE SODIO. USP;538;mg;;SOLUCION ESTERIL PARA DI√ÅLISIS PERITONEAL;INVIMA 2021M-0010809-R1;05/24/2010;;Vigente
20028573;LUBIPROSTONE;24;mcg;CAPSULA;CAPSULA BLANDA;INVIMA 2017M-0012338-R1;7/01/2011;;Vigente
76547;POLISULFATO DE MUCOPOLISACARIDO EQUIVALENTE A 25000 U. DETERMINADAS MEDIANTE EL TIEMPO DE TROMBOPLASTINA PARCIAL ACTIVADA (TTPA);0.3;g;100G DE CREMA;CREMA TOPICA;INVIMA 2022 M-011230 R2;1/01/1999;;Vigente
20060800;CLORURO DE CETILPIRIDINIO;0.2;g;100 ML DE SOLUCION;SOLUCION ORAL;INVIMA 2022M-0014936-R1;03/28/2014;;Vigente
20142068;CISPLATINO;1;mg;ML;SOLUCION INYECTABLE;INVIMA 2019M-0019199;8/09/2019;;Vigente
20104456;TRAMETINIB DIMETILSULFOXIDO;0.5;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2016M-0017321;9/12/2016;;Vigente
19967436;DRONABINOL EN ACEITE DE S√âSAMO 20% 12.500 MG EQUIVALENTE A DRONABINOL BASE;2.5;mg;C√ÅPSULA BLANDA;CAPSULA BLANDA;RSM-EXP-20220006204-R2;8/04/2006;;Vigente
20080792;SULFATO FERROSO HEPTAHIDRATADO EQUIVALENTE A 60 MG DE HIERRO ELEMENTAL;300;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2015M-0016190;08/31/2015;;Vigente
20164374;LENALIDOMIDA;25;mg;C√ÅPSULA DE GELATINA DURA;CAPSULA DURA;INVIMA 2024M-0021227;1/10/2024;1/01/3000;Vigente
20269996;AMOXACILINA TRIHIDRATO POLVO EXTRADRYEQUIVALENTE A AMOXICILINA BASE;12;g;FRASCO POR 25.40 G DE POLVO PARA RECONSTITUIR A 100ML DE SUSPENSI”N ORAL;POLVO PARA RECONSTITUIR A SUSPENSION ORAL;INVIMA 2024M-0021458;04/30/2024;1/01/3000;Vigente
19979159;CLORURO DE SODIO;0.6;g;100 ML;SOLUCION INYECTABLE;INVIMA 2019M-0007403-R1;10/03/2007;;Vigente
35248;√ìXIDO DE ZINC;4.35;g;100 G;UNGUENTO TOPICO;INVIMA 2021M-002635-R5;04/30/2000;;Vigente
20063705;DOMPERIDONA;100;mg;100 ML DE SUSPENSI”N ORAL;SUSPENSION ORAL;INVIMA 2014M-0015065;6/03/2014;;Vigente
19944687;GINKGOBILOBA STANDARIZADO AL 24% - EQUIVALENTEA 19.2 MG DE GINKGO FLAVONOIDES;80;mg;CAPSULA;CAPSULA BLANDA;INVIMA 2015FE-0003304-R1;04/23/2004;;Vigente
212446;ATORVASTATINA CALCICA 10.85 MG EQUIVALENTE A ATORVASTATINA BASE;10;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2023M-006706-R3;06/18/1997;;Vigente
19928474;HIDROXIDO DE MAGNESIO(A PARTIR DE BARCROFT AMS 106 NB COBLEND CANTIDAD EQUIVALENTE A);8;g;100 ML DE SUSPENSI”N;SUSPENSION ORAL;INVIMA 2020M-0001370-R2;04/26/2002;;Vigente
20198548;FINGOLIMOD HCL;0.56;mg;CAPSULAS DE GELATINA DURADE FINGOLIMOD 0.5 MG;CAPSULA DURA;INVIMA 2024M-0021356;02/28/2024;1/01/3000;Vigente
20087310;NITROGLICERINAEN DEXTROSAAL 5%( COMO NITROGLICERINA DILUIDAUSP CON PROPILENGLICOL);50;mg;FRASCO VIAL CON250 ML DE SOLUCI”N;SOLUCION INYECTABLE;INVIMA 2015M-0016180;08/26/2015;;Vigente
20126000;NISTATINA (EQUIVALENTES A 10.000.000 UI);2000;mg;100 ML DE SUSPENSI”N;SUSPENSION ORAL;INVIMA 2018M-0018680;12/27/2018;;Vigente
19982262;SILIMARINA DEL 70% 214.28 MG EQUIVALENTE A SILIMARINA;150;mg;CADA CAPSULA CONTIENE;CAPSULA DURA;INVIMA 2008M-0008628;10/30/2008;;Vigente
20205874;RIFAXIMINA;550;mg;TABLETAS RECUBIERTAS;TABLETA RECUBIERTA;INVIMA 2022M-0020599;2/04/2022;;Vigente
32695;SULFAMETOXAZOL;400;mg;AMPOLLA POR 5 ML;SOLUCION INYECTABLE;INVIMA 2021M-010301-R3;03/18/1998;;Vigente
20021743;TELMISARTAN;40;mg;TABLETA;TABLETA;INVIMA 2017M-0012129-R1;5/04/2011;;Vigente
20225145;CEFRADINA MONOHIDRATO PRECOMPACTADA 527 MG EQUIVALENTE A CEFRADINA;500;mg;CADA C√ÅPSULA DURA CONTIENE;CAPSULA DURA;INVIMA 2024M-0021302;02/13/2024;1/01/3000;Vigente
20104180;CEFTOLOZANO SULFATO EQUIVALENTE A CEFTOLOZANO;1;g;VIAL CON POLVO LIOFILIZADO;POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE;INVIMA 2023M-0018164-R1;04/25/2018;;Vigente
19905376;VIRUSDE POLIO INACTIVADO (CEPA MAHONEY) (IPV) TIPO 1;40;UD;DOSIS DE VACUNA RECONSTITUIDA DE 0.5 ML;SUSPENSION INYECTABLE;INVIMA 2017M-14204-R2;1/01/1999;;Vigente
59491;MALEATO DE FLUVOXAMINA;100;mg;TABLETA;TABLETA RECUBIERTA;INVIMA 2021M-001927-R3;1/01/1999;;Vigente
200783;CETIRIZINA DICLORHIDRATO;10;mg;1 TABLETA CUBIERTA CON PELICULA;TABLETA RECUBIERTA;INVIMA 2018M-011682-R2;10/21/1998;;Vigente
19927153;GLIMEPIRIDA;2;mg;TABLETA;TABLETA;INVIMA 2019M-0001108-R2;02/25/2002;;Vigente
19942333;GABAPENTIN;300;mg;C√ÅPSULA;CAPSULA DURA;INVIMA 2023M-0003222-R2;03/25/2004;;Vigente
20004823;DEXAMETASONA;1;mg;UN(1) ML DE SUSPENSI”N”TICA EST√âRIL;SUSPENSION OTICA;INVIMA 2022M-0009979-R1;9/02/2009;;Vigente
19900235;VIAL 4 (SOLUCI√ìN ESTERIL) CLORURO DE CALCIO DIHIDRATADO;5.9;mg;FRASCO VIAL;POLVO;INVIMA 2023MB-013202-R2;06/21/1999;;Vigente
20087951;TREPROSTINIL;1;mg;POR MILILITRO;SOLUCION INYECTABLE;INVIMA 2016M-0016776;2/01/2016;;Vigente
20135924;CLORURO DE SODIO;0.9;g;100 ML DE SOLUCION;SOLUCIONNASAL;INVIMA 2018M-0018545;11/19/2018;;Vigente
20236415;LEVOTIROXINA SODICA PENTAHIDRATADA0.1670 MG EQUIVALENTE A LEVOTIROXINA SODICA;150;mcg;CAPSULAS DE LIBERACION NO MODIFICADA;CAPSULA BLANDA;RSM-EXP20230021147;11/22/2023;1/01/3000;Vigente
20187707;NITAZOXANIDA;500;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2021M-0020548;12/13/2021;;Vigente
20166706;ACICLOVIR;5;g;CADA 100 G DE UNGUENTO;UNGUENTO TOPICO;INVIMA 2020M 19852;10/13/2020;;Vigente
20099643;ACETAMINOFEN;500;mg;CAPSULA;CAPSULA DURA;INVIMA 2023M-0017179-R1;07/18/2016;;Vigente
20131949;AZITROMICINA BASE EQUIVALENTE A;4;g;59.4 DE POLVO PARA RECONSTITUIR A SUSPENSION ORAL A100 ML;POLVO PARA RECONSTITUIR A SUSPENSION ORAL;INVIMA 2019M-0019465;11/27/2019;;Vigente
19944142;LEVOCETIRIZINA DICLORHIDRATO;5;mg;TABLETA CUBIERTA CON PEL√çCULA;TABLETA RECUBIERTA;INVIMA 2021M-0003814-R2;09/23/2004;;Vigente
20172557;CEFDITOREN PIVOXIL EQUIVALENTE A CEFDITOREN;200;mg;POR CADA TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2021M-0020106;04/13/2021;;Vigente
20077138;ETINILESTRADIOL MICRONIZADO;0.03;mg;SIN DATO;TABLETA RECUBIERTA;INVIMA 2021M-0016402-R1;10/16/2015;;Vigente
20190631;ISONIAZIDA;100;mg;TABLETAS RECUBIERTAS;TABLETA RECUBIERTA;INVIMA 2021M-0020155;5/04/2021;;Vigente
19977936;INTERFERON BETA-1A (ADN RECOMBINANTE) 6¬¥000.000 UI;30;mcg;JERINGA PRELLENADA;SOLUCION INYECTABLE;INVIMA 2019M-0007304-R1;09/19/2007;;Vigente
20128168;INSULINA GLARGINA;100;UI;ML (*EL LAPICERO DESECHABLE SUMINISTRA DOSIS DE 30-60 UNIDADES DEL PRODUCTO TOTAL (DOSIS FIJA);SOLUCION INYECTABLE;INVIMA 2019M-0018727;01/29/2019;;Vigente
20013867;ATORVASTATINA CALCICA TRIHIDRATO. EQUIVALENTE A ATORVASTATINA BASE;10;mg;TABLETA;TABLETA;INVIMA 2022M-0011493-R2;10/20/2010;;Vigente
19941277;CAFEINA ANHIDRA;30;mg;CADA CAPSULA CONTIENE:;CAPSULA DURA;INVIMA 2020M-0002987-R2;12/19/2003;;Vigente
19905527;NICOTINAMIDA (NIACINAMIDA);111.3;mg;100ML;ELIXIR;INVIMA 2022M-13986-R2;12/02/1999;;Vigente
20011362;POLISACARIDO SEROTIPO 9V;2.2;√¶g;0.5 ML DE SUSPENSI”N INYECTABLE;SUSPENSION INYECTABLE;INVIMA 2010MB-0010461;02/17/2010;1/01/3000;Vigente
20077547;CAFEINA ANHIDRA;60;mg;CAPSULA DE GELATINA BLANDA;CAPSULA BLANDA;INVIMA 2015M-0016403;10/16/2015;;Vigente
19970619;NISTATINA(EQUIVALENTE A 10.000.000 UI);2;g;100 G DE CREMA;CREMA TOPICA;INVIMA 2020M-0007115-R1;06/26/2007;;Vigente
20057024;ETINILESTRADIOL;0.02;mg;TABLETA CON RECUBRIMIENTO DE GELATINA;TABLETA RECUBIERTA;INVIMA 2022M-0014168-R2;03/27/2013;;Vigente
20233846;ROSUVASTATINA CALCICA EQUIVALENTE AROSUVASTATINA BASE;10;mg;CAPSULA BLANDADE GELATINA CON FORMA DE DOSIFICACION UNIGEL;CAPSULA BLANDA;INVIMA 2023M-0020972;5/11/2023;;Vigente
20166187;TIMOLOL MALEATO EQUIVALENTE A TIMOLOL;5;mg;;SOLUCION OFTALMICA;INVIMA 2020M-0019717;7/02/2020;;Vigente
20190973;DICLOFENACO S√ìDICO;75;mg;AMPOLLA POR 3 ML;SOLUCION INYECTABLE;INVIMA 2021M-0020335;8/10/2021;;Vigente
20070877;ETORICOXIB;60;mg;TABLETA CUBIERTA;TABLETA CUBIERTA CON PELICULA;INVIMA 2022M-0015598-R1;01/13/2015;;Vigente
20102011;ACETAMINOFEN;100;mg;1 ML DE SOLUCI”N;SOLUCION ORAL;INVIMA 2016M-0017304;9/07/2016;;Vigente
24958;L-LEUCINA;730;mg;100 ML DE SOLUCION INYECTABLE;SOLUCION INYECTABLE;INVIMA 2022M-008027-R4;07/21/1995;;Vigente
40518;LOVASTATINA;20;mg;TABLETA;TABLETA;INVIMA 2023M-012909-R4;02/19/1992;;Vigente
20161817;CAFEINA ANHIDRA;65;mg;CAPSULA BLANDA;CAPSULA BLANDA;INVIMA 2019M-0019462;11/25/2019;;Vigente
20215015;HYNIC-[D-PHE1. TYR3-OCTREOTIDA] TRIFLUOROACETATO. EQUIVALENTE A 16 MICROGRAMOS DE P√âPTIDO NETO;20;¬µg;VIAL I;POLVO ESTERIL PARA RECONSTITUIR A SOLUCION INYECTABLE;INVIMA 2023M-0020870;01/27/2023;;Vigente
20165950;CLARITROMICINA LACTOBIONATO EQUIVALENTE A CLARITROMICINA;500;mg;VIAL;POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE;INVIMA 2020M-0019760;07/28/2020;;Vigente
20040262;METFORMINA CLORHIDRATO;1000;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2020M-0013396-R1;07/24/2012;;Vigente
19901161;YODURO DE POTASIO (I = 1MCG);1.31;¬µg;POR ML.;SOLUCI√ìN CONCENTRADA PARA INFUSI√ìN;INVIMA 2021M-13989-R2;12/02/1999;;Vigente
20175235;ESCITALOPRAM OXALATO EQUIVALENTE A ESCITALOPRAM BASE;20;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2021M-0020369;08/31/2021;;Vigente
40743;LINCOMICINA BASE;600;mg;AMPOLLA DE 2 ML;SOLUCION INYECTABLE;INVIMA 2022M-0001456-R3;05/21/2002;;Vigente
19995528;CARBIDOPA MONOHIDRATADA 54.1 MG (CORRESPONDE A 50 MG DE CARBIDOPA) EN GRANULOS;50;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2019M-0009103-R1;01/16/2009;;Vigente
19982663;EZETIMIBA;10;mg;TABLETA;TABLETA;INVIMA 2021M-0007724-R1;2/08/2008;;Vigente
19962049;ACEITE DE SOJA REFINADO;80;g;1000 ML.;EMULSION INYECTABLE;INVIMA 2021M-0006407-R2;09/20/2006;;Vigente
19993050;PIRIDOXINA CLORHIDRATO;100;mg;AMPOLLA DE 2 ML;SOLUCION INYECTABLE;INVIMA 2019M-0009571-R1;5/04/2009;1/01/3000;Vigente
19977965;FLUTICASONA PROPIONATO;0.05;g;100 ML;SUSPENSION NASAL;INVIMA 2022M-0007532-R1;11/16/2007;;Vigente
19950731;MOXIFLOXACINA CLORHIDRATO 436.80 MG EQUIVALENTE A MOXIFLOXACINA BASE;400;mg;TABLETA CUBIERTA;TABLETA CUBIERTA CON PELICULA;INVIMA 2022M-0005295-R2;2/02/2006;;Vigente
20002048;(ALFA) RIFAXIMINA;200;mg;TABLETAS RECUBIERTAS;TABLETA RECUBIERTA;INVIMA 2019M-0009517-R1;04/29/2009;;Vigente
20020048;DULOXETINA CLORHIDRATOEQUIVALENTE A 30 MG. DULOXETINA BASE . GRANULOS CON RECUBRIMIENTO ENTERICO.;30;mg.;CAPSULA;CAPSULA DURA;INVIMA 2022M-0011933-R2;3/01/2011;;Vigente
20004248;PIRIDOXINA CLORHIDRATO;100;mg.;AMPOLLA DE 2 ML.;SOLUCION INYECTABLE;INVIMA 2019M-0009479-R1;4/03/2009;;Vigente
20096627;ROSUVASTATINA C√ÅLCICA EQUIVALENTE A ROSUVASTATINA BASE;10;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2022M-0017092-R1;6/07/2016;;Vigente
20054990;TREPROSTINIL;5;mg;ML;SOLUCION INYECTABLE;INVIMA 2016M-0016787;2/04/2016;;Vigente
20054556;CLARITROMICINA;500;mg;TABLETA;TABLETA;INVIMA 2020M-0014402-R1;07/22/2013;;Vigente
20153507;VALACICLOVIR CLORHIDRATO MONOHIDRATOEQUIVALENTE A VALCICLOVIR BASE;1;g.;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2023M-0019218-R1;08/16/2019;;Vigente
19980115;LOSARTAN POTASICO;0.1;g;TABLETARECUBIERTA;TABLETA RECUBIERTA;INVIMA 2021M-0007758-R1;02/14/2008;;Vigente
1980176;AMBROXOL CLORHIDRATO;300;mg;100 ML DE JARABE;JARABE;INVIMA 2021M-009014-R4;7/12/1995;;Vigente
20126595;GLICERINA;9;mg;ML DE SOLUCI”N OFT√ÅLMICA;SOLUCION OFTALMICA;INVIMA 2018M-0018541;11/16/2018;;Vigente
42808;LORATADINA;10;mg;TABLETA;TABLETA;INVIMA 2023M-012964-R4;1/01/1999;;Vigente
19939451;CLORHIDRATO DE PIRIDOXINA;1;mg;VIAL 1 CONTENIENDO 4 ML DE SOLUCI”N INYECTABLE;SOLUCION INYECTABLE;INVIMA 2023M-0003786-R2;09/14/2004;;Vigente
20018638;ACETAMINOFEN;250;mg;CAPSULA BLANDA;CAPSULA BLANDA;RSM-EXP20200010922-R1;6/09/2010;;Vigente
20122093;ZINC(COMO OXIDO DE ZINC BP);0.2;mg;CAPSULA;CAPSULA BLANDA;INVIMA 2018M-0018566;11/28/2018;;Vigente
20218820;NIFUROXAZIDA;4;g;100 ML DE SUSPENSI”N ORAL;SUSPENSION ORAL;INVIMA 2023M-0021132;11/22/2023;;Vigente
20194943;ACETAMINOFEN;3000;mg;100 ML DE SOLUCI”N ORAL;SOLUCION ORAL;INVIMA 2022M-0020650;05/27/2022;;Vigente
19927200;CLORURO DE CALCIO 2H2O;0.0257;g;100ML;SOLUCION INYECTABLE;INVIMA 2018M-0001133-R2;02/28/2002;;Vigente
20148436;ABIRATERONA ACETATO;250;mg;TABLETAS;TABLETA;INVIMA 2019M-0019045;05/27/2019;;Vigente
20011041;SULFATO DE COBALTO HEPTAHIDRATO (EQUIVALENTE A 50 UG/C√ÅP DE COBALTO);0.24;mg;CAPSULA DE GELATINA BLANDA;CAPSULA BLANDA;INVIMA 2017M-0012137-R1;5/09/2011;;Vigente
36270;CALCIO CARBONATO;410;mg;TABLETA;TABLETA MASTICABLE;INVIMA 2010 M-011575 R2;03/25/2000;;Vigente
19939607;LANSOPRAZOL MICROGRANULOS (85MG/G) (EQUIVALENTE A 15.0 MG LANSOPRAZOL);15;mg;C√ÅPSULA;CAPSULA DURA;INVIMA 2020M-0002828-R2;10/16/2003;;Vigente
20011362;POLISACARIDO SEROTIPO 5;2.2;√¶g;0.5 ML DE SUSPENSI”N INYECTABLE;SUSPENSION INYECTABLE;INVIMA 2010MB-0010461;02/17/2010;1/01/3000;Vigente
19939580;NAPROXENO SODICO;2.5;g;22.73G DE POLVO PARA RECONSTITUIR A 100ML;POLVO PARA RECONSTITUIR A SOLUCION ORAL;INVIMA 2019M-0002871-R2;11/07/2003;;Vigente
19977479;CLOTRIMAZOL;1;g;100 G DE CREMA;CREMA VAGINAL;INVIMA 2022M-0007531-R1;11/16/2007;;Vigente
20102114;LEVONORGESTREL;1.5;mg;TABLETA;TABLETA;INVIMA 2021M-0016963-R1;4/07/2016;;Vigente
20204494;LACTOSA SPRAY DRIED;69.68;mg;SIN DATO;TABLETA;INVIMA 2024M-0021314;02/15/2024;1/01/3000;Vigente
20104628;ATORVASTATINA CALCICA EQUIVALENTE A ATORVASTATINA BASE;40;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2017M-0017554;01/13/2017;;Vigente
20001979;CONDROITINA SULFATO DE SODIO;1;mg;POR CADA 1 ML DE SOLUCI”N OFT√ÅLMICA;SOLUCION OFTALMICA;INVIMA 2019M-0009766-R1;06/23/2009;;Vigente
19913481;PROPIONATO DE FLUTICASONA EQUIVALENTE A 50 MCG POR DOSIS;0.083;% (W/W);100 G DE SUSPENSION PARA INHALACION;SUSPENSION PARA INHALACION;INVIMA 2017M-015087-R2;01/24/2001;;Vigente
20150215;TRIMEBUTINA MALEATO;200;mg;TABLETA;TABLETA;INVIMA 2019M-0019060;6/04/2019;;Vigente
220305;LINCOMICINA CLORHIDRATO MONOHIDRATO678.7 MG (EQUIVALENTE ALINCOMICINA BASE);600;mg;AMPOLLA DE 2 ML.;SOLUCION INYECTABLE;INVIMA 2022M-011521-R2;1/01/1999;;Vigente
20201603;CLOBETASOL PROPIONATO;0.05;g;100 GRAMOS DE UNGUENTO;UNGUENTO TOPICO;INVIMA 2021M-0020412;10/01/2021;;Vigente
19901161;CLORURO DE ZINC (ZN = 250 MCG);521;¬µg;POR ML.;SOLUCI√ìN CONCENTRADA PARA INFUSI√ìN;INVIMA 2021M-13989-R2;12/02/1999;;Vigente
20218880;ROSUVASTATINA C√ÅLCICA. 10.417 MG. EQUIVALENTE A ROSUVASTATINA BASE;10;mg;C√ÅPSULA DURA;CAPSULA DURA;INVIMA 2022M-0020798;10/25/2022;;Vigente
20011017;CLORHIDRATO DE TAMSULOSINA;0.4;mg;CAPSULA DE LIBERACION PROLONGADA;CAPSULA DE LIBERACION PROLONGADA;INVIMA 2020M-0010681-R1;04/14/2010;;Vigente
209244;CLAVULANATO DE POTASIO EQUIVALENTE A ACIDO CLAVULANICO;125;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA2020M-006616-R2;05/30/1997;;Vigente
20119027;TENOFOVIR ALAFENAMIDA FUMARATO 28.04 MG EQUIVALENTE A TENOFOVIR ALAFENAMIDA;25;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2019M-0019025;05/21/2019;;Vigente
20082710;PIPERACILINA SODICA 4.17G EQUIVALENTE A PIPERACILINA;4;g;VIAL CON POLVO LIOFILIZADO;POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE;INVIMA 2021M-0017134-R1;06/27/2016;;Vigente
29529;AMITRIPTILINA CLORHIDRATO;5;mg;COMPRIMIDO;COMPRIMIDO;INVIMA 2018M-011421-R2;1/01/1999;;Vigente
20097707;IBUPROFENO;200;mg;CAPSULA BLANDA;CAPSULA BLANDA;INVIMA 2015M-0016592;11/18/2015;;Vigente
20167332;LURASIDONA CLORHIDRATO EQUIVALENTE A LURASIDONA;80;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2020M 19955;12/11/2020;;Vigente
20043746;VALSARTAN;320;mg;C√ÅPSULA BLANDA;CAPSULA BLANDA;INVIMA 2023M-0013159-R2;5/04/2012;;Vigente
20223797;LEUPROLIDA ACETATO;11.25;mg;FRASCO VIAL;POLVO ESTERIL PARA RECONSTITUIR A SUSPENSIONINYECTABLE;INVIMA 2023M-0020958;5/05/2023;;Vigente
20189754;LEVONORGESTREL;1.5;mg;TABLETA;TABLETA;INVIMA 2024M-0021285;2/08/2024;1/01/3000;Vigente
54844;CLORURO DE MANGANESO (II) TETRAHIDRATADO;1.979;mg;;SOLUCI√ìN CONCENTRADA PARA INFUSI√ìN;INVIMA 2020M-000762-R3;5/08/1995;;Vigente
42163;ACETATO DEMEDROXIPROGESTERONA;50;mg;1ML;SUSPENSION INYECTABLE;INVIMA 2019M-013708-R3;1/01/1999;;Vigente
19974944;ZIDOVUDINA;1;g;100 ML;SOLUCION ORAL;INVIMA 2007M-0007425;10/11/2007;;Vigente
20115574;RITONAVIR;50;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2023M-0018234-R1;6/08/2018;;Vigente
20075416;ILOPROST TROMETAMOLEQUIVALENTEA ILOPROST;20;mcg;CADA AMPOLLA DE 1 ML;SOLUCION PARA INHALACION;INVIMA 2023M-0016036-R1;7/09/2015;;Vigente
20170621;TRIPT√ìFANO;2.1;mg;ML DE SOLUCI”N PARA PERFUSI”N;SOLUCI√ìN CONCENTRADA PARA INFUSI√ìN;INVIMA 2021M-0020171;05/14/2021;;Vigente
19930887;SULFADIAZINA DE PLATA;1;g;100 G DE CREMA;CREMA TOPICA;INVIMA 2021M-0001762-R2;08/22/2002;;Vigente
